,Data,Round,HomeTeam,AwayTeam,HT0G,AT0G,HT1G,AT1G,HT2G,AT2G,GEHT0T,GEAT0T,PBHT0T,PBAT0T,TGHT0T,TGAT0T,CGHT0T,CGAT0T,CFHT0T,CFAT0T,FCHT0T,FCAT0T,EHT0T,EAT0T,IHT0T,IAT0T,LCHT0T,LCAT0T,DGHT0T,DGAT0T,FHT0T,FAT0T,CVHT0T,CVAT0T,CAHT0T,CAAT0T,PTHT0T,PTAT0T,DHT0T,DAT0T,AHT0T,AAT0T,APHT0T,APAT0T,BACHT0T,BACAT0T,GEHT1T,GEAT1T,PBHT1T,PBAT1T,TGHT1T,TGAT1T,CGHT1T,CGAT1T,CFHT1T,CFAT1T,FCHT1T,FCAT1T,EHT1T,EAT1T,IHT1T,IAT1T,LCHT1T,LCAT1T,DGHT1T,DGAT1T,FHT1T,FAT1T,CVHT1T,CVAT1T,CAHT1T,CAAT1T,PTHT1T,PTAT1T,DHT1T,DAT1T,AHT1T,AAT1T,APHT1T,APAT1T,BACHT1T,BACAT1T,GEHT2T,GEAT2T,PBHT2T,PBAT2T,TGHT2T,TGAT2T,CGHT2T,CGAT2T,CFHT2T,CFAT2T,FCHT2T,FCAT2T,EHT2T,EAT2T,IHT2T,IAT2T,LCHT2T,LCAT2T,DGHT2T,DGAT2T,FHT2T,FAT2T,CVHT2T,CVAT2T,CAHT2T,CAAT2T,PTHT2T,PTAT2T,DHT2T,DAT2T,AHT2T,AAT2T,APHT2T,APAT2T,BACHT2T,BACAT2T
174,07.12.2023,RODADA 15,Everton,Newcastle,3,0,0,0,3,0,3.17,1.27,39%,61%,21,13,6,3,15,10,10,19,5,2,0,2,12,20,3,3,18,8,0,0,3,0,313,536,22,10,88,92,56,44,20,32,1.93,0.49,36%,64%,13,5,2,2,11,3,6,11,1,0,0,1,4,9,2,2,11,5,0,0,1,0,151,286,12,1,42,49,29,10,6,18,1.24,0.78,42%,58%,8,8,4,1,4,7,4,8,4,2,0,1,8,11,1,1,7,3,0,0,2,0,162,250,10,9,46,43,27,34,14,14
175,06.12.2023,RODADA 15,Aston Villa,Manchester City,1,0,0,0,1,0,2.06,0.86,46%,54%,22,2,7,2,15,0,18,13,6,0,0,5,13,11,2,6,13,13,0,0,2,2,436,520,15,19,93,84,52,38,6,29,1.11,0.86,49%,51%,12,2,4,2,8,0,9,4,3,0,0,2,6,6,2,4,4,7,0,0,0,1,227,236,8,8,52,38,17,13,2,13,0.95,0.00,42%,58%,10,0,3,0,7,0,9,9,3,0,0,3,7,5,0,2,9,6,0,0,2,1,209,284,7,11,41,46,35,25,4,16
176,06.12.2023,RODADA 15,Manchester Utd,Chelsea,2,1,1,1,1,0,4.11,1.43,45%,55%,28,13,9,3,19,10,11,14,12,4,3,1,15,16,2,7,12,12,0,0,4,0,397,512,16,12,109,83,72,36,8,13,2.91,0.40,48%,52%,18,5,7,3,11,2,6,10,6,0,2,0,5,5,2,6,8,6,0,0,2,0,231,246,6,6,58,35,25,10,1,3,1.20,1.03,42%,58%,10,8,2,0,8,8,5,4,6,4,1,1,10,11,0,1,4,6,0,0,2,0,166,266,10,6,51,48,47,26,7,10
177,06.12.2023,RODADA 15,Brighton,Brentford,2,1,1,1,1,0,1.40,1.15,61%,39%,18,8,7,2,11,6,13,12,7,3,1,2,18,21,1,5,10,8,0,0,3,1,608,377,15,28,142,83,75,34,17,19,0.63,0.77,62%,38%,8,2,3,1,5,1,5,7,4,1,0,2,11,7,0,2,6,2,0,0,2,0,271,170,9,15,73,31,39,18,3,10,0.77,0.38,60%,40%,10,6,4,1,6,5,8,5,3,2,1,0,7,14,1,3,4,6,0,0,1,1,337,207,6,13,69,52,36,16,14,9
178,06.12.2023,RODADA 15,Crystal Palace,Bournemouth,0,2,0,1,0,1,0.71,1.97,59%,41%,16,11,3,4,13,7,17,10,3,9,0,0,21,18,2,3,10,17,0,0,1,3,524,354,23,19,133,93,43,45,14,16,0.53,1.19,53%,47%,7,8,3,3,4,5,8,8,2,6,0,0,7,10,2,3,7,8,0,0,1,0,209,166,10,9,51,43,13,32,11,7,0.18,0.78,67%,33%,9,3,0,1,9,2,9,2,1,3,0,0,14,8,0,0,3,9,0,0,0,3,315,188,13,10,82,50,30,13,3,9
179,06.12.2023,RODADA 15,Fulham,Nottingham,5,0,2,0,3,0,2.08,0.32,64%,36%,14,4,6,1,8,3,12,10,6,1,2,3,16,17,1,1,7,10,0,0,0,1,700,401,22,13,125,104,58,29,8,19,1.31,0.09,62%,38%,8,2,3,0,5,2,7,5,2,1,1,3,7,9,0,1,4,4,0,0,0,0,339,208,13,5,62,56,22,22,7,8,0.77,0.23,66%,34%,6,2,3,1,3,1,5,5,4,0,1,0,9,8,1,0,3,6,0,0,0,1,361,193,9,8,63,48,36,7,1,11
180,06.12.2023,RODADA 15,Sheffield Utd,Liverpool,0,2,0,1,0,1,0.69,1.91,24%,76%,6,15,1,8,5,7,12,12,2,12,1,4,20,30,6,1,12,8,0,0,2,3,207,632,20,16,75,138,32,52,23,17,0.24,0.71,20%,80%,3,9,1,5,2,4,5,7,0,9,1,1,10,11,4,1,6,5,0,0,0,1,80,309,8,7,33,64,10,26,10,2,0.45,1.20,28%,72%,3,6,0,3,3,3,7,5,2,3,0,3,10,19,2,0,6,3,0,0,2,2,127,323,12,9,42,74,22,26,13,15
181,05.12.2023,RODADA 15,Luton,Arsenal,3,4,1,2,2,2,0.47,2.79,33%,67%,6,23,4,9,2,14,11,15,3,8,1,4,13,15,5,1,14,7,0,0,2,1,296,589,20,13,86,115,26,82,35,15,0.19,0.88,35%,65%,2,8,2,6,0,2,8,9,2,2,0,1,10,8,4,1,9,7,0,0,2,1,154,274,10,10,43,52,15,34,13,11,0.28,1.91,31%,69%,4,15,2,3,2,12,3,6,1,6,1,3,3,7,1,0,5,0,0,0,0,0,142,315,10,3,43,63,11,48,22,4
182,05.12.2023,RODADA 15,Wolverhampton,Burnley,1,0,1,0,0,0,0.85,0.85,51%,49%,7,12,4,3,3,9,15,13,5,8,2,0,21,25,3,3,11,15,0,0,2,4,465,435,17,19,89,107,28,49,27,15,0.36,0.75,58%,42%,3,8,2,3,1,5,6,5,2,3,1,0,13,14,3,1,4,6,0,0,0,1,302,214,10,11,50,60,8,25,8,6,0.49,0.10,43%,57%,4,4,2,0,2,4,9,8,3,5,1,0,8,11,0,2,7,9,0,0,2,3,163,221,7,8,39,47,20,24,19,9
183,03.12.2023,RODADA 14,Manchester City,Tottenham,3,3,2,1,1,2,2.87,0.54,55%,45%,18,8,4,4,14,4,16,16,10,8,2,2,18,16,1,1,14,14,0,0,4,4,572,472,7,13,132,52,86,30,10,33,1.69,0.24,62%,38%,12,2,2,1,10,1,3,9,6,4,2,0,13,7,0,0,7,3,0,0,1,1,351,204,5,7,69,21,48,14,6,19,1.18,0.30,48%,52%,6,6,2,3,4,3,13,7,4,4,0,2,5,9,1,1,7,11,0,0,3,3,221,268,2,6,63,31,38,16,4,14
184,03.12.2023,RODADA 14,Bournemouth,Aston Villa,2,2,1,1,1,1,1.81,1.00,37%,63%,15,11,7,3,8,8,14,19,7,7,3,2,15,21,1,5,16,12,0,0,5,3,282,473,25,24,100,107,39,52,23,17,1.03,0.61,44%,56%,9,8,4,2,5,6,8,13,4,3,0,1,4,7,1,3,13,7,0,0,3,2,152,188,11,12,53,47,24,18,8,13,0.78,0.39,30%,70%,6,3,3,1,3,2,6,6,3,4,3,1,11,14,0,2,3,5,0,0,2,1,130,285,14,12,47,60,15,34,15,4
185,03.12.2023,RODADA 14,Chelsea,Brighton,3,2,2,1,1,1,1.91,0.92,32%,68%,8,18,5,9,3,9,14,18,5,8,2,3,8,20,7,2,16,12,1,0,5,5,306,645,13,20,61,129,30,85,29,10,1.00,0.10,43%,57%,5,4,3,1,2,3,8,11,5,1,1,2,3,9,0,1,10,6,1,0,2,1,205,280,9,9,38,53,20,13,8,7,0.91,0.82,22%,78%,3,14,2,8,1,6,6,7,0,7,1,1,5,11,7,1,6,6,0,0,3,4,101,365,4,11,23,76,10,72,21,3
186,03.12.2023,RODADA 14,Liverpool,Fulham,4,3,2,2,2,1,2.51,1.21,62%,38%,26,9,12,5,14,4,8,11,3,4,5,1,26,20,2,8,6,7,0,0,0,0,624,392,15,22,139,80,63,40,11,32,0.49,1.02,65%,35%,9,6,4,3,5,3,5,6,1,4,4,1,14,5,1,2,2,4,0,0,0,0,319,162,4,12,60,35,35,18,5,15,2.02,0.19,59%,41%,17,3,8,2,9,1,3,5,2,0,1,0,12,15,1,6,4,3,0,0,0,0,305,230,11,10,79,45,28,22,6,17
187,03.12.2023,RODADA 14,West Ham,Crystal Palace,1,1,1,0,0,1,1.10,0.83,55%,45%,9,9,3,2,6,7,7,20,2,3,2,0,25,17,1,2,17,7,0,0,2,0,557,466,17,23,135,136,58,33,16,20,0.34,0.26,49%,51%,4,5,2,0,2,5,5,9,1,1,0,0,11,7,0,1,9,5,0,0,1,0,273,277,5,12,62,70,12,20,4,3,0.76,0.57,61%,39%,5,4,1,2,4,2,2,11,1,2,2,0,14,10,1,1,8,2,0,0,1,0,284,189,12,11,73,66,46,13,12,17
188,02.12.2023,RODADA 14,Newcastle,Manchester Utd,1,0,0,0,1,0,2.98,0.38,58%,42%,22,8,4,1,18,7,14,6,7,3,0,1,18,19,1,3,6,14,0,0,1,2,522,366,17,15,134,71,90,36,12,28,1.44,0.10,60%,40%,14,2,2,1,12,1,1,2,4,0,0,0,8,8,1,2,2,1,0,0,0,0,298,195,8,7,73,39,50,21,2,14,1.54,0.28,56%,44%,8,6,2,0,6,6,13,4,3,3,0,1,10,11,0,1,4,13,0,0,1,2,224,171,9,8,61,32,40,15,10,14
189,02.12.2023,RODADA 14,Nottingham,Everton,0,1,0,0,0,1,0.61,0.63,62%,38%,13,12,2,3,11,9,16,16,4,3,1,2,17,20,2,2,15,14,0,0,1,0,592,359,21,16,109,111,61,64,43,31,0.16,0.38,62%,38%,3,6,0,2,3,4,9,7,1,1,1,1,12,13,2,0,6,8,0,0,0,0,299,177,11,8,53,53,33,37,23,17,0.45,0.25,62%,38%,10,6,2,1,8,5,7,9,3,2,0,1,5,7,0,2,9,6,0,0,1,0,293,182,10,8,56,58,28,27,20,14
190,02.12.2023,RODADA 14,Arsenal,Wolverhampton,2,1,2,0,0,1,2.89,0.77,56%,44%,19,6,6,3,13,3,8,14,4,0,3,0,14,12,2,4,10,10,0,0,1,2,617,478,17,18,136,67,93,29,9,19,1.63,0.33,60%,40%,12,2,4,0,8,2,3,7,2,0,2,0,5,6,0,2,5,3,0,0,0,0,316,212,10,10,70,30,47,14,0,7,1.26,0.44,52%,48%,7,4,2,3,5,1,5,7,2,0,1,0,9,6,2,2,5,7,0,0,1,2,301,266,7,8,66,37,46,15,9,12
191,02.12.2023,RODADA 14,Brentford,Luton,3,1,0,0,3,1,2.84,0.18,69%,31%,27,7,6,1,21,6,7,10,7,5,0,2,24,10,0,3,10,8,0,0,1,2,626,277,18,17,159,57,67,26,21,39,0.68,0.00,77%,23%,11,0,2,0,9,0,3,5,3,1,0,0,14,4,0,2,5,3,0,0,0,1,373,110,8,10,93,23,43,5,5,21,2.16,0.18,61%,39%,16,7,4,1,12,6,4,5,4,4,0,2,10,6,0,1,5,5,0,0,1,1,253,167,10,7,66,34,24,21,16,18
192,02.12.2023,RODADA 14,Burnley,Sheffield Utd,5,0,2,0,3,0,1.41,0.38,64%,36%,19,6,7,3,12,3,13,11,6,1,3,1,13,18,3,2,10,12,0,1,2,7,570,334,10,11,148,70,69,18,9,33,0.52,0.15,53%,47%,6,3,2,1,4,2,6,5,4,0,1,0,5,9,1,0,5,6,0,1,1,4,251,229,4,4,63,45,22,7,5,8,0.89,0.23,75%,25%,13,3,5,2,8,1,7,6,2,1,2,1,8,9,2,2,5,6,0,0,1,3,319,105,6,7,85,25,47,11,4,25
193,27.11.2023,RODADA 13,Fulham,Wolverhampton,3,2,1,1,2,1,2.97,1.46,60%,40%,12,10,6,6,6,4,13,14,6,2,1,1,24,15,4,3,13,13,0,0,2,2,639,432,17,11,127,68,56,21,14,20,1.03,0.27,56%,44%,6,2,2,1,4,1,3,8,3,1,0,0,19,8,0,1,8,3,0,0,1,1,303,238,11,5,57,33,24,10,7,9,1.94,1.19,64%,36%,6,8,4,5,2,3,10,6,3,1,1,1,5,7,4,2,5,10,0,0,1,1,336,194,6,6,70,35,32,11,7,11
194,26.11.2023,RODADA 13,Everton,Manchester Utd,0,3,0,1,0,2,1.67,2.23,50%,50%,24,9,6,4,18,5,10,12,6,5,2,2,23,13,1,6,10,8,0,0,3,0,443,444,15,21,129,74,72,31,9,36,1.37,0.13,45%,55%,10,2,4,1,6,1,8,9,2,1,2,1,11,8,0,4,7,7,0,0,2,0,195,249,6,7,57,41,27,13,3,17,0.30,2.10,55%,45%,14,7,2,3,12,4,2,3,4,4,0,1,12,5,1,2,3,1,0,0,1,0,248,195,9,14,72,33,45,18,6,19
195,26.11.2023,RODADA 13,Tottenham,Aston Villa,1,2,1,1,0,1,2.09,1.77,62%,38%,18,15,8,5,10,10,15,16,9,3,5,2,15,9,3,7,11,13,0,0,0,4,633,384,21,18,110,75,79,42,8,15,1.16,0.68,64%,36%,7,5,3,1,4,4,7,10,2,1,3,1,6,4,0,2,7,6,0,0,0,3,340,180,10,5,52,30,28,17,4,6,0.93,1.09,60%,40%,11,10,5,4,6,6,8,6,7,2,2,1,9,5,3,5,4,7,0,0,0,1,293,204,11,13,58,45,51,25,4,9
196,25.11.2023,RODADA 13,Brentford,Arsenal,0,1,0,0,0,1,1.08,1.49,36%,64%,9,15,3,4,6,11,10,11,1,8,2,3,21,24,3,3,9,7,0,0,1,1,298,508,14,8,94,121,35,92,35,14,0.45,0.42,31%,69%,3,9,1,2,2,7,6,8,1,4,2,2,8,14,2,1,6,4,0,0,1,0,120,264,10,4,42,73,13,48,17,5,0.63,1.07,41%,59%,6,6,2,2,4,4,4,3,0,4,0,1,13,10,1,2,3,3,0,0,0,1,178,244,4,4,52,48,22,44,18,9
197,25.11.2023,RODADA 13,Burnley,West Ham,1,2,0,0,1,2,1.40,1.07,51%,49%,11,11,5,3,6,8,7,14,4,5,2,1,12,22,1,4,11,7,0,0,1,3,496,473,17,20,101,119,36,32,26,9,0.24,0.18,52%,48%,5,2,2,1,3,1,4,5,2,1,0,1,7,10,1,2,5,3,0,0,1,2,274,249,4,8,53,52,26,10,3,5,1.16,0.89,50%,50%,6,9,3,2,3,7,3,9,2,4,2,0,5,12,0,2,6,4,0,0,0,1,222,224,13,12,48,67,10,22,23,4
198,25.11.2023,RODADA 13,Luton,Crystal Palace,2,1,0,0,2,1,0.92,1.02,39%,61%,8,16,3,8,5,8,13,15,4,5,1,1,18,26,7,1,15,12,0,0,6,1,335,538,18,17,99,118,48,63,34,19,0.16,0.28,42%,58%,3,7,1,4,2,3,7,5,2,1,0,0,10,16,4,1,5,7,0,0,1,1,197,296,7,9,54,59,30,14,8,12,0.76,0.74,36%,64%,5,9,2,4,3,5,6,10,2,4,1,1,8,10,3,0,10,5,0,0,5,0,138,242,11,8,45,59,18,49,26,7
199,25.11.2023,RODADA 13,Newcastle,Chelsea,4,1,1,1,3,0,2.58,0.66,55%,45%,14,7,5,4,9,3,18,13,4,2,0,0,14,9,3,1,13,19,0,1,4,6,482,423,20,26,114,70,65,25,2,15,1.08,0.56,56%,44%,6,6,1,4,5,2,7,5,1,2,0,0,9,7,3,0,5,7,0,0,2,1,242,199,9,16,63,39,35,12,1,8,1.50,0.10,54%,46%,8,1,4,0,4,1,11,8,3,0,0,0,5,2,0,1,8,12,0,1,2,5,240,224,11,10,51,31,30,13,1,7
200,25.11.2023,RODADA 13,Nottingham,Brighton,2,3,1,2,1,1,1.49,1.66,46%,54%,18,11,5,5,13,6,7,12,6,4,0,0,14,7,2,3,12,7,0,1,2,5,465,551,13,13,125,93,78,41,9,32,0.71,0.66,37%,63%,7,8,2,3,5,5,2,5,2,3,0,0,5,3,1,1,5,2,0,0,0,0,220,375,4,3,53,66,20,26,8,3,0.78,1.00,54%,46%,11,3,3,2,8,1,5,7,4,1,0,0,9,4,1,2,7,5,0,1,2,5,245,176,9,10,72,27,58,15,1,29
201,25.11.2023,RODADA 13,Sheffield Utd,Bournemouth,1,3,0,2,1,1,0.53,2.76,45%,55%,10,23,2,11,8,12,9,11,4,7,4,1,25,32,8,1,6,8,0,0,4,1,405,490,26,16,123,120,43,41,22,18,0.04,1.23,43%,57%,2,11,0,5,2,6,6,6,0,1,2,0,11,22,3,0,3,6,0,0,1,0,198,265,13,10,63,66,22,23,12,7,0.49,1.53,47%,53%,8,12,2,6,6,6,3,5,4,6,2,1,14,10,5,1,3,2,0,0,3,1,207,225,13,6,60,54,21,18,10,11
202,25.11.2023,RODADA 13,Manchester City,Liverpool,1,1,1,0,0,1,1.38,0.55,60%,40%,16,8,5,3,11,5,15,12,9,6,3,4,8,15,2,4,9,11,0,0,1,3,614,414,22,12,114,78,84,33,22,19,0.46,0.21,62%,38%,5,4,4,1,1,3,6,4,5,1,0,3,4,7,1,3,4,3,0,0,0,0,356,214,16,7,59,41,47,16,9,7,0.92,0.34,58%,42%,11,4,1,2,10,2,9,8,4,5,3,1,4,8,1,1,5,8,0,0,1,3,258,200,6,5,55,37,37,17,13,12
203,12.11.2023,RODADA 12,Chelsea,Manchester City,4,4,2,2,2,2,3.07,3.28,45%,55%,17,15,9,10,8,5,15,13,3,3,1,0,14,18,6,5,12,15,0,0,5,3,444,531,21,17,78,115,30,78,18,13,0.91,1.74,41%,59%,11,8,5,5,6,3,3,5,3,3,0,0,9,12,3,3,6,3,0,0,2,0,191,263,12,6,29,66,15,41,10,4,2.16,1.54,49%,51%,6,7,4,5,2,2,12,8,0,0,1,0,5,6,3,2,6,12,0,0,3,3,253,268,9,11,49,49,15,37,8,9
204,12.11.2023,RODADA 12,Aston Villa,Fulham,3,1,2,0,1,1,3.48,0.70,51%,49%,12,9,6,5,6,4,25,8,2,2,3,7,14,11,4,3,4,17,0,0,2,5,511,489,9,15,81,102,29,38,13,13,0.95,0.05,59%,41%,7,2,3,2,4,0,13,3,1,1,1,2,9,5,2,1,1,10,0,0,0,0,294,202,9,7,46,36,14,16,5,9,2.53,0.65,43%,57%,5,7,3,3,2,4,12,5,1,1,2,5,5,6,2,2,3,7,0,0,2,5,217,287,0,8,35,66,15,22,8,4
205,12.11.2023,RODADA 12,Brighton,Sheffield Utd,1,1,1,0,0,1,1.76,0.57,61%,39%,11,9,6,1,5,8,16,15,6,3,3,1,15,12,0,5,13,16,1,0,3,2,627,396,13,27,111,93,41,46,12,18,1.35,0.49,71%,29%,6,4,4,0,2,4,8,8,2,2,1,1,11,5,0,3,7,8,0,0,1,1,376,148,4,15,75,31,14,16,6,9,0.41,0.08,50%,50%,5,5,2,1,3,4,8,7,4,1,2,0,4,7,0,2,6,8,1,0,2,1,251,248,9,12,36,62,27,30,6,9
206,12.11.2023,RODADA 12,Liverpool,Brentford,3,0,1,0,2,0,1.32,1.52,59%,41%,17,16,10,3,7,13,14,17,6,8,2,2,18,12,3,7,16,12,0,0,1,2,504,354,10,14,132,76,55,52,20,31,1.05,0.70,69%,31%,8,4,5,1,3,3,9,9,5,0,2,1,7,6,1,4,7,8,0,0,1,2,288,130,4,6,72,37,33,20,3,21,0.27,0.82,50%,50%,9,12,5,2,4,10,5,8,1,8,0,1,11,6,2,3,9,4,0,0,0,0,216,224,6,8,60,39,22,32,17,10
207,12.11.2023,RODADA 12,West Ham,Nottingham,3,2,1,1,2,1,1.32,1.34,54%,46%,16,10,6,5,10,5,12,10,9,4,1,0,15,20,3,3,9,12,0,0,2,2,516,438,19,17,118,82,62,34,27,27,0.39,1.23,55%,45%,3,4,2,3,1,1,6,2,1,2,0,0,8,12,2,1,2,6,0,0,1,0,298,242,8,8,64,39,30,20,14,7,0.93,0.11,53%,47%,13,6,4,2,9,4,6,8,8,2,1,0,7,8,1,2,7,6,0,0,1,2,218,196,11,9,54,43,32,14,13,20
208,11.11.2023,RODADA 12,Bournemouth,Newcastle,2,0,0,0,2,0,0.71,0.29,48%,52%,19,8,10,5,9,3,6,11,6,5,0,2,25,13,5,8,10,4,0,0,2,1,422,469,27,23,123,76,55,47,13,18,0.43,0.08,50%,50%,7,3,4,2,3,1,3,4,2,4,0,1,18,6,2,4,4,2,0,0,0,0,240,240,11,12,73,34,28,17,4,11,0.28,0.21,46%,54%,12,5,6,3,6,2,3,7,4,1,0,1,7,7,3,4,6,2,0,0,2,1,182,229,16,11,50,42,27,30,9,7
209,11.11.2023,RODADA 12,Arsenal,Burnley,3,1,1,0,2,1,2.31,0.28,63%,37%,16,8,6,5,10,3,10,11,13,3,3,2,12,15,4,3,8,9,1,0,0,1,561,334,17,13,113,81,109,32,11,33,1.29,0.16,68%,32%,10,4,3,4,7,0,3,6,7,1,2,0,7,9,4,2,4,3,0,0,0,0,313,155,7,9,68,32,68,10,4,20,1.02,0.12,59%,41%,6,4,3,1,3,3,7,5,6,2,1,2,5,6,0,1,4,6,1,0,0,1,248,179,10,4,45,49,41,22,7,13
210,11.11.2023,RODADA 12,Crystal Palace,Everton,2,3,1,1,1,2,1.73,1.51,67%,33%,13,8,4,4,9,4,16,11,9,2,4,0,17,21,1,2,9,18,0,0,1,4,658,310,18,22,109,89,69,53,27,38,0.91,0.52,59%,41%,5,4,2,2,3,2,4,6,3,1,2,0,7,12,1,1,6,5,0,0,1,1,297,200,8,8,44,57,26,38,19,9,0.82,0.99,75%,25%,8,4,2,2,6,2,12,5,6,1,2,0,10,9,0,1,3,13,0,0,0,3,361,110,10,14,65,32,43,15,8,29
211,11.11.2023,RODADA 12,Manchester Utd,Luton,1,0,0,0,1,0,2.00,0.41,64%,36%,15,10,4,4,11,6,12,10,11,3,1,1,20,17,4,3,9,11,0,0,0,2,576,321,17,14,128,72,82,28,12,35,1.31,0.19,75%,25%,7,4,1,3,6,1,3,4,4,2,1,1,15,9,3,1,3,2,0,0,0,0,351,110,7,6,81,23,45,8,4,18,0.69,0.22,54%,46%,8,6,3,1,5,5,9,6,7,1,0,0,5,8,1,2,6,9,0,0,0,2,225,211,10,8,47,49,37,20,8,17
212,11.11.2023,RODADA 12,Wolverhampton,Tottenham,2,1,0,1,2,0,1.87,0.82,42%,58%,17,6,4,2,13,4,15,24,11,3,4,1,17,14,1,2,19,15,0,0,4,3,430,628,23,19,99,116,66,40,10,27,0.38,0.47,37%,63%,9,2,2,1,7,1,8,10,6,1,2,1,6,6,0,2,8,7,0,0,0,2,198,357,9,8,49,58,30,21,2,9,1.49,0.35,47%,53%,8,4,2,1,6,3,7,14,5,2,2,0,11,8,1,0,11,8,0,0,4,1,232,271,14,11,50,58,36,19,8,18
213,06.11.2023,RODADA 11,Tottenham,Chelsea,1,4,1,1,0,3,0.86,3.47,39%,61%,8,17,5,8,3,9,27,14,1,6,3,7,21,12,4,4,12,21,2,0,3,5,317,502,24,18,78,97,30,56,0,0,0.17,1.31,48%,52%,4,7,3,2,1,5,11,7,1,3,1,2,11,5,1,2,7,10,1,0,2,2,182,197,10,8,36,44,20,28,0,0,0.69,2.16,30%,70%,4,10,2,6,2,4,16,7,0,3,2,5,10,7,3,2,5,11,1,0,1,3,135,305,14,10,42,53,10,28,0,0
214,05.11.2023,RODADA 11,Luton,Liverpool,1,1,0,0,1,1,0.74,3.48,26%,74%,8,24,5,6,3,18,15,8,4,7,1,1,16,25,5,4,7,13,0,0,1,1,229,659,20,12,73,154,31,81,0,0,0.15,1.21,26%,74%,4,11,1,3,3,8,5,3,0,2,0,1,10,10,3,1,3,4,0,0,1,0,127,361,9,4,45,78,15,37,0,0,0.59,2.27,26%,74%,4,13,4,3,0,10,10,5,4,5,1,0,6,15,2,3,4,9,0,0,0,1,102,298,11,8,28,76,16,44,0,0
215,05.11.2023,RODADA 11,Nottingham,Aston Villa,2,0,1,0,1,0,0.44,1.25,26%,74%,5,13,3,3,2,10,10,15,0,10,9,1,8,19,3,1,6,9,0,0,1,1,240,654,30,10,33,150,21,97,0,0,0.30,0.41,32%,68%,3,4,1,1,2,3,4,7,0,6,4,1,7,5,1,0,3,3,0,0,0,0,150,305,10,2,17,69,17,33,0,0,0.14,0.84,20%,80%,2,9,2,2,0,7,6,8,0,4,5,0,1,14,2,1,3,6,0,0,1,1,90,349,20,8,16,81,4,64,0,0
216,04.11.2023,RODADA 11,Newcastle,Arsenal,1,0,0,0,1,0,1.06,0.53,40%,60%,9,14,2,1,7,13,10,16,0,11,2,1,20,12,1,1,14,9,0,0,5,1,342,484,18,11,74,126,38,78,0,0,0.15,0.36,48%,52%,4,8,0,1,4,7,7,7,0,4,1,0,16,5,1,0,6,7,0,0,3,1,197,214,9,7,41,54,27,29,0,0,0.91,0.17,33%,67%,5,6,2,0,3,6,3,9,0,7,1,1,4,7,0,1,8,2,0,0,2,0,145,270,9,4,33,72,11,49,0,0
217,04.11.2023,RODADA 11,Brentford,West Ham,3,2,1,2,2,0,1.23,1.87,59%,41%,16,12,4,2,12,10,12,15,4,3,2,0,10,25,0,1,12,14,0,0,1,4,560,373,9,13,97,74,54,39,0,0,0.92,1.81,64%,36%,8,6,2,2,6,4,8,8,3,1,1,0,5,9,0,1,7,8,0,0,1,1,292,156,3,7,62,39,36,21,0,0,0.31,0.06,54%,46%,8,6,2,0,6,6,4,7,1,2,1,0,5,16,0,0,5,6,0,0,0,3,268,217,6,6,35,35,18,18,0,0
218,04.11.2023,RODADA 11,Burnley,Crystal Palace,0,2,0,1,0,1,1.22,1.39,67%,33%,17,4,5,3,12,1,12,10,12,1,2,0,23,21,1,5,9,12,0,0,0,5,591,296,15,14,85,73,65,7,0,0,0.57,0.83,64%,36%,7,2,0,2,7,0,8,5,9,1,0,0,10,10,1,0,5,8,0,0,0,3,239,143,7,7,52,30,40,5,0,0,0.65,0.56,70%,30%,10,2,5,1,5,1,4,5,3,0,2,0,13,11,0,5,4,4,0,0,0,2,352,153,8,7,33,43,25,2,0,0
219,04.11.2023,RODADA 11,Everton,Brighton,1,1,1,0,0,1,0.77,0.58,20%,80%,10,7,4,2,6,5,8,15,3,3,0,3,15,21,1,3,15,5,0,0,4,2,208,866,16,6,52,117,17,46,0,0,0.54,0.20,16%,84%,6,3,3,1,3,2,5,6,0,0,0,3,7,9,1,2,6,2,0,0,1,2,92,483,7,4,29,74,8,27,0,0,0.23,0.38,24%,76%,4,4,1,1,3,3,3,9,3,3,0,0,8,12,0,1,9,3,0,0,3,0,116,383,9,2,23,43,9,19,0,0
220,04.11.2023,RODADA 11,Manchester City,Bournemouth,6,1,3,0,3,1,1.74,0.62,66%,34%,21,5,8,1,13,4,11,8,12,1,0,2,9,6,0,2,8,9,0,0,0,1,731,395,5,7,123,29,74,21,0,0,0.78,0.15,72%,28%,15,2,4,0,11,2,4,4,9,0,0,1,6,1,0,1,4,3,0,0,0,1,369,143,1,1,82,15,51,6,0,0,0.96,0.47,60%,40%,6,3,4,1,2,2,7,4,3,1,0,1,3,5,0,1,4,6,0,0,0,0,362,252,4,6,41,14,23,15,0,0
221,04.11.2023,RODADA 11,Sheffield Utd,Wolverhampton,2,1,0,0,2,1,1.04,1.35,38%,62%,11,10,2,3,9,7,11,13,4,4,0,3,24,28,2,0,13,10,0,0,2,3,300,501,24,11,87,72,43,22,0,0,0.03,0.99,38%,62%,1,7,0,1,1,6,4,7,0,2,0,2,10,16,1,0,7,2,0,0,1,0,171,290,14,5,51,53,16,19,0,0,1.01,0.36,38%,62%,10,3,2,2,8,1,7,6,4,2,0,1,14,12,1,0,6,8,0,0,1,3,129,211,10,6,36,19,27,3,0,0
