,Data,Round,HomeTeam,AwayTeam,HT0G,AT0G,HT1G,AT1G,HT2G,AT2G,GEHT0T,GEAT0T,PBHT0T,PBAT0T,TGHT0T,TGAT0T,CGHT0T,CGAT0T,CFHT0T,CFAT0T,FCHT0T,FCAT0T,EHT0T,EAT0T,IHT0T,IAT0T,LCHT0T,LCAT0T,DGHT0T,DGAT0T,FHT0T,FAT0T,CVHT0T,CVAT0T,CAHT0T,CAAT0T,PTHT0T,PTAT0T,DHT0T,DAT0T,AHT0T,AAT0T,APHT0T,APAT0T,BACHT0T,BACAT0T,GEHT1T,GEAT1T,PBHT1T,PBAT1T,TGHT1T,TGAT1T,CGHT1T,CGAT1T,CFHT1T,CFAT1T,FCHT1T,FCAT1T,EHT1T,EAT1T,IHT1T,IAT1T,LCHT1T,LCAT1T,DGHT1T,DGAT1T,FHT1T,FAT1T,CVHT1T,CVAT1T,CAHT1T,CAAT1T,PTHT1T,PTAT1T,DHT1T,DAT1T,AHT1T,AAT1T,APHT1T,APAT1T,BACHT1T,BACAT1T,GEHT2T,GEAT2T,PBHT2T,PBAT2T,TGHT2T,TGAT2T,CGHT2T,CGAT2T,CFHT2T,CFAT2T,FCHT2T,FCAT2T,EHT2T,EAT2T,IHT2T,IAT2T,LCHT2T,LCAT2T,DGHT2T,DGAT2T,FHT2T,FAT2T,CVHT2T,CVAT2T,CAHT2T,CAAT2T,PTHT2T,PTAT2T,DHT2T,DAT2T,AHT2T,AAT2T,APHT2T,APAT2T,BACHT2T,BACAT2T
78,17.02.2024,RODADA 25,Manchester City,Chelsea,1,1,0,1,1,0,2.81,1.42,70%,30%,31,9,5,6,26,3,17,7,12,1,0,5,19,11,5,4,7,12,0,0,1,3,711,307,15,28,140,54,121,21,10,53,0.95,0.72,67%,33%,14,3,2,3,12,0,10,3,4,1,0,2,9,8,2,2,3,9,0,0,0,1,336,164,10,15,65,34,46,8,6,18,1.86,0.70,73%,27%,17,6,3,3,14,3,7,4,8,0,0,3,10,3,3,2,4,3,0,0,1,2,375,143,5,13,75,20,75,13,4,35
79,17.02.2024,RODADA 25,Burnley,Arsenal,0,5,0,2,0,3,0.28,2.60,35%,65%,8,16,0,7,8,9,9,17,4,6,5,1,13,16,2,0,11,8,0,0,2,1,316,603,17,15,82,98,33,56,21,13,0.10,1.07,32%,68%,2,4,0,2,2,2,4,8,1,4,1,1,8,7,0,0,9,3,0,0,2,1,147,317,10,7,39,51,15,28,11,9,0.18,1.53,38%,62%,6,12,0,5,6,7,5,9,3,2,4,0,5,9,2,0,2,5,0,0,0,0,169,286,7,8,43,47,18,28,10,4
80,17.02.2024,RODADA 25,Fulham,Aston Villa,1,2,0,1,1,1,1.26,1.66,52%,48%,15,12,4,3,11,9,14,12,4,4,2,6,14,16,1,3,11,6,0,0,5,2,450,425,14,11,92,67,54,35,10,28,0.38,0.87,52%,48%,6,8,1,2,5,6,6,5,2,4,0,4,8,7,1,1,4,2,0,0,0,1,233,220,6,3,40,31,21,21,8,10,0.88,0.79,52%,48%,9,4,3,1,6,3,8,7,2,0,2,2,6,9,0,2,7,4,0,0,5,1,217,205,8,8,52,36,33,14,2,18
81,17.02.2024,RODADA 25,Newcastle,Bournemouth,2,2,0,0,2,2,2.53,2.16,63%,37%,17,12,5,7,12,5,25,9,4,2,0,3,20,13,5,3,9,23,0,0,1,3,478,275,16,22,104,103,53,34,16,23,0.58,1.16,62%,38%,8,5,2,3,6,2,13,4,1,2,0,1,11,11,3,2,4,11,0,0,0,1,248,139,9,11,45,47,23,15,9,8,1.95,1.00,64%,36%,9,7,3,4,6,3,12,5,3,0,0,2,9,2,2,1,5,12,0,0,1,2,230,136,7,11,59,56,30,19,7,15
82,17.02.2024,RODADA 25,Nottingham,West Ham,2,0,1,0,1,0,2.79,0.60,48%,52%,19,10,8,3,11,7,16,14,5,2,1,1,19,15,3,6,13,15,0,1,4,6,406,430,21,17,74,120,42,55,19,15,1.41,0.40,48%,52%,8,5,5,1,3,4,7,5,1,1,0,0,11,9,1,4,5,7,0,0,2,2,229,244,14,6,39,66,20,29,10,8,1.38,0.20,48%,52%,11,5,3,2,8,3,9,9,4,1,1,1,8,6,2,2,8,8,0,1,2,4,177,186,7,11,35,54,22,26,9,7
83,17.02.2024,RODADA 25,Tottenham,Wolverhampton,1,2,0,1,1,1,1.12,1.59,71%,29%,15,12,4,7,11,5,15,9,10,4,1,2,19,10,5,3,8,13,0,0,0,1,748,300,23,16,156,70,129,41,7,38,0.39,0.64,64%,36%,5,6,0,4,5,2,8,6,4,2,0,1,9,6,3,0,6,7,0,0,0,0,314,172,15,9,71,46,53,26,3,18,0.73,0.95,78%,22%,10,6,4,3,6,3,7,3,6,2,1,1,10,4,2,3,2,6,0,0,0,1,434,128,8,7,85,24,76,15,4,20
84,17.02.2024,RODADA 25,Brentford,Liverpool,1,4,0,1,1,3,1.31,2.11,37%,63%,15,15,6,8,9,7,20,7,1,6,3,2,16,15,4,5,4,18,0,0,2,1,357,614,16,12,89,128,43,59,21,17,0.35,0.90,35%,65%,8,5,3,4,5,1,9,2,0,5,1,0,7,7,3,3,1,9,0,0,1,0,147,263,7,5,42,65,21,30,13,4,0.96,1.21,39%,61%,7,10,3,4,4,6,11,5,1,1,2,2,9,8,1,2,3,9,0,0,1,1,210,351,9,7,47,63,22,29,8,13
85,12.02.2024,RODADA 24,Crystal Palace,Chelsea,1,3,1,0,0,3,0.50,1.24,23%,77%,13,14,4,5,9,9,11,16,1,7,2,4,11,25,2,3,14,7,0,0,2,2,244,835,24,16,54,153,32,82,32,7,0.16,0.07,20%,80%,6,1,3,0,3,1,5,7,0,1,0,2,6,11,0,2,7,3,0,0,0,0,117,458,14,7,31,84,14,42,17,3,0.34,1.17,26%,74%,7,13,1,5,6,8,6,9,1,6,2,2,5,14,2,1,7,4,0,0,2,2,127,377,10,9,23,69,18,40,15,4
86,11.02.2024,RODADA 24,Aston Villa,Manchester Utd,1,2,0,1,1,1,2.77,1.81,56%,44%,23,17,10,5,13,12,13,9,10,8,0,6,14,7,3,9,9,7,0,0,3,2,491,388,10,25,115,56,66,37,14,29,0.73,1.21,58%,42%,10,7,3,1,7,6,8,4,4,6,0,4,10,1,0,3,4,4,0,0,1,2,245,176,4,11,53,25,26,19,10,14,2.04,0.60,54%,46%,13,10,7,4,6,6,5,5,6,2,0,2,4,6,3,6,5,3,0,0,2,0,246,212,6,14,62,31,40,18,4,15
87,11.02.2024,RODADA 24,West Ham,Arsenal,0,6,0,4,0,2,0.30,3.65,29%,71%,5,25,1,12,4,13,13,19,2,6,2,2,14,8,6,1,17,11,0,0,4,0,287,692,21,12,71,133,27,70,23,14,0.01,2.52,28%,72%,1,15,0,7,1,8,4,4,1,6,2,2,9,2,3,0,4,2,0,0,2,0,132,337,15,6,34,69,8,39,14,10,0.29,1.13,30%,70%,4,10,1,5,3,5,9,15,1,0,0,0,5,6,3,1,13,9,0,0,2,0,155,355,6,6,37,64,19,31,9,4
88,10.02.2024,RODADA 24,Nottingham,Newcastle,2,3,2,2,0,1,1.17,0.50,38%,62%,13,7,3,5,10,2,6,12,4,4,3,0,24,15,2,1,9,6,0,0,1,2,365,624,20,14,90,109,58,44,18,34,1.09,0.44,30%,70%,3,5,2,4,1,1,2,5,1,3,0,0,13,10,2,0,7,3,0,0,0,0,158,309,6,6,37,58,21,26,11,13,0.08,0.06,46%,54%,10,2,1,1,9,1,4,7,3,1,3,0,11,5,0,1,2,3,0,0,1,2,207,315,14,8,53,51,37,18,7,21
89,10.02.2024,RODADA 24,Fulham,Bournemouth,3,1,2,0,1,1,1.41,2.30,50%,50%,7,25,6,4,1,21,14,12,1,13,1,3,16,22,3,3,11,11,0,0,1,2,453,448,20,17,106,124,37,70,36,21,0.73,1.01,58%,42%,5,9,4,1,1,8,8,5,0,2,1,0,10,7,1,2,4,7,0,0,0,0,298,216,8,10,63,56,27,19,5,11,0.68,1.29,42%,58%,2,16,2,3,0,13,6,7,1,11,0,3,6,15,2,1,7,4,0,0,1,2,155,232,12,7,43,68,10,51,31,10
90,10.02.2024,RODADA 24,Liverpool,Burnley,3,1,1,1,2,0,2.20,0.61,71%,29%,25,9,10,4,15,5,15,13,9,3,2,2,17,13,3,7,11,13,0,0,3,2,670,277,22,14,125,86,65,28,15,37,0.88,0.35,69%,31%,9,6,4,3,5,3,3,5,3,2,0,1,9,4,2,3,6,6,0,0,2,2,331,152,14,9,66,51,36,22,7,20,1.32,0.26,73%,27%,16,3,6,1,10,2,12,8,6,1,2,1,8,9,1,4,5,7,0,0,1,0,339,125,8,5,59,35,29,6,8,17
91,10.02.2024,RODADA 24,Luton,Sheffield Utd,1,3,0,2,1,1,1.67,1.71,75%,25%,20,7,5,3,15,4,12,9,13,1,2,0,24,24,0,4,7,12,0,0,1,2,563,192,17,26,138,57,87,35,22,44,0.33,1.43,70%,30%,6,5,1,2,5,3,6,5,5,1,2,0,14,16,0,1,4,6,0,0,1,2,256,109,6,9,65,26,25,22,14,16,1.34,0.28,80%,20%,14,2,4,1,10,1,6,4,8,0,0,0,10,8,0,3,3,6,0,0,0,0,307,83,11,17,73,31,62,13,8,28
92,10.02.2024,RODADA 24,Tottenham,Brighton,2,1,0,1,2,0,1.54,1.25,52%,48%,16,6,6,3,10,3,19,18,9,6,4,6,24,23,2,4,14,13,0,0,2,3,527,475,10,16,113,82,55,44,22,24,0.80,0.96,53%,47%,7,4,2,3,5,1,7,10,5,3,2,2,15,15,2,2,8,5,0,0,1,0,252,229,6,9,54,36,31,16,9,15,0.74,0.29,51%,49%,9,2,4,0,5,2,12,8,4,3,2,4,9,8,0,2,6,8,0,0,1,3,275,246,4,7,59,46,24,28,13,9
93,10.02.2024,RODADA 24,Wolverhampton,Brentford,0,2,0,1,0,1,1.02,1.92,72%,28%,17,9,5,6,12,3,9,12,7,4,1,0,28,12,4,5,11,9,0,0,2,3,651,272,18,17,144,69,86,31,9,36,0.28,1.50,67%,33%,5,7,3,4,2,3,2,6,4,3,0,0,14,6,3,3,6,3,0,0,0,0,317,159,8,11,80,40,37,20,4,20,0.74,0.42,77%,23%,12,2,2,2,10,0,7,6,3,1,1,0,14,6,1,2,5,6,0,0,2,3,334,113,10,6,64,29,49,11,5,16
94,10.02.2024,RODADA 24,Manchester City,Everton,2,0,0,0,2,0,1.38,0.24,72%,28%,19,5,3,1,16,4,13,7,9,0,1,2,22,18,1,1,6,11,0,0,0,2,772,294,12,21,137,54,80,17,7,33,0.71,0.22,74%,26%,10,4,0,1,10,3,4,2,5,0,0,0,14,9,1,0,2,4,0,0,0,0,372,129,7,15,66,29,50,8,3,17,0.67,0.02,70%,30%,9,1,3,0,6,1,9,5,4,0,1,2,8,9,0,1,4,7,0,0,0,2,400,165,5,6,71,25,30,9,4,16
95,05.02.2024,RODADA 23,Brentford,Manchester City,1,3,1,1,0,2,1.08,2.35,28%,72%,9,25,3,15,6,10,4,4,8,13,2,0,8,20,12,2,2,4,0,0,1,0,279,750,18,11,58,139,26,98,31,23,0.52,1.17,28%,72%,3,17,2,10,1,7,1,3,4,12,2,0,4,11,9,1,1,1,0,0,1,0,106,291,7,6,30,63,12,50,24,11,0.56,1.18,28%,72%,6,8,1,5,5,3,3,1,4,1,0,0,4,9,3,1,1,3,0,0,0,0,173,459,11,5,28,76,14,48,7,12
96,04.02.2024,RODADA 23,Arsenal,Liverpool,3,1,1,1,2,0,3.68,0.46,43%,57%,15,10,7,1,8,9,12,14,2,4,3,1,21,29,1,4,11,11,0,1,6,4,390,528,21,11,95,95,57,34,23,15,2.10,0.11,46%,54%,8,3,4,0,4,3,7,7,0,1,2,0,11,13,0,3,5,7,0,0,1,1,235,274,11,5,55,44,32,13,3,9,1.58,0.35,40%,60%,7,7,3,1,4,6,5,7,2,3,1,1,10,16,1,1,6,4,0,1,5,3,155,254,10,6,40,51,25,21,20,6
97,04.02.2024,RODADA 23,Bournemouth,Nottingham,1,1,1,1,0,0,1.05,0.59,44%,56%,9,8,2,6,7,2,12,17,11,6,1,1,28,17,5,1,19,12,1,0,3,2,330,427,15,31,113,79,69,44,13,26,0.68,0.52,45%,55%,6,5,2,5,4,0,6,10,6,4,1,0,14,11,4,1,10,6,0,0,2,0,152,198,9,17,49,31,38,20,9,14,0.37,0.07,43%,57%,3,3,0,1,3,2,6,7,5,2,0,1,14,6,1,0,9,6,1,0,1,2,178,229,6,14,64,48,31,24,4,12
98,04.02.2024,RODADA 23,Chelsea,Wolverhampton,2,4,1,2,1,2,1.94,2.01,64%,36%,15,14,6,7,9,7,11,16,10,1,3,0,22,16,3,4,15,11,0,0,3,2,637,356,13,18,136,65,68,31,12,26,0.72,0.35,61%,39%,5,7,2,3,3,4,8,8,3,0,1,0,8,11,1,1,8,7,0,0,1,2,301,190,7,8,46,41,15,19,11,4,1.22,1.66,67%,33%,10,7,4,4,6,3,3,8,7,1,2,0,14,5,2,3,7,4,0,0,2,0,336,166,6,10,90,24,53,12,1,22
99,04.02.2024,RODADA 23,Manchester Utd,West Ham,3,0,1,0,2,0,0.81,1.74,51%,49%,12,22,5,3,7,19,5,11,5,8,1,0,13,19,3,2,10,5,0,0,0,1,528,482,18,16,97,101,46,67,23,18,0.15,1.02,53%,47%,3,12,3,2,0,10,2,5,2,4,0,0,6,14,2,2,5,2,0,0,0,1,277,239,4,4,55,54,17,39,9,7,0.66,0.72,49%,51%,9,10,2,1,7,9,3,6,3,4,1,0,7,5,1,0,5,3,0,0,0,0,251,243,14,12,42,47,29,28,14,11
100,03.02.2024,RODADA 23,Sheffield Utd,Aston Villa,0,5,0,4,0,1,1.27,2.34,34%,66%,10,14,5,10,5,4,7,16,3,4,6,0,14,17,5,5,10,7,0,0,1,0,353,633,17,8,76,103,30,34,13,12,0.21,1.83,29%,71%,2,11,1,8,1,3,5,9,0,3,4,0,7,8,4,1,5,5,0,0,1,0,133,327,7,3,31,59,13,16,7,4,1.06,0.51,39%,61%,8,3,4,2,4,1,2,7,3,1,2,0,7,9,1,4,5,2,0,0,0,0,220,306,10,5,45,44,17,18,6,8
101,03.02.2024,RODADA 23,Brighton,Crystal Palace,4,1,3,0,1,1,1.68,0.32,69%,31%,13,7,6,5,7,2,16,10,3,2,2,2,14,17,4,2,8,14,0,0,1,3,870,389,23,16,117,77,33,21,3,7,0.99,0.13,75%,25%,8,3,5,2,3,1,10,4,1,1,1,2,7,8,2,2,4,9,0,0,0,1,453,147,11,9,61,27,15,4,2,4,0.69,0.19,63%,37%,5,4,1,3,4,1,6,6,2,1,1,0,7,9,2,0,4,5,0,0,1,2,417,242,12,7,56,50,18,17,1,3
102,03.02.2024,RODADA 23,Burnley,Fulham,2,2,0,2,2,0,1.72,1.21,44%,56%,12,15,4,7,8,8,8,12,2,13,1,1,27,31,5,2,11,7,0,0,2,2,382,489,15,10,116,102,40,48,30,21,0.18,0.56,40%,60%,6,5,1,3,5,2,7,5,2,3,1,1,14,19,1,1,4,6,0,0,0,2,169,250,7,3,47,49,14,25,16,9,1.54,0.65,48%,52%,6,10,3,4,3,6,1,7,0,10,0,0,13,12,4,1,7,1,0,0,2,0,213,239,8,7,69,53,26,23,14,12
103,03.02.2024,RODADA 23,Newcastle,Luton,4,4,2,2,2,2,2.17,1.99,54%,46%,19,11,6,8,13,3,16,13,8,2,0,0,19,12,4,2,13,16,0,0,2,2,431,379,26,14,113,95,60,41,8,34,0.98,1.16,49%,51%,6,7,3,4,3,3,4,4,4,2,0,0,7,1,2,1,5,6,0,0,0,0,208,224,13,6,52,53,24,29,4,12,1.19,0.83,59%,41%,13,4,3,4,10,0,12,9,4,0,0,0,12,11,2,1,8,10,0,0,2,2,223,155,13,8,61,42,36,12,4,22
104,03.02.2024,RODADA 23,Everton,Tottenham,2,2,1,2,1,0,2.49,0.90,43%,57%,14,9,5,6,9,3,13,12,9,5,5,1,27,27,4,3,8,14,0,0,3,0,347,495,25,22,126,97,68,39,14,28,1.17,0.66,47%,53%,9,4,3,3,6,1,6,7,6,1,4,0,14,13,1,2,3,6,0,0,0,0,188,235,13,10,74,43,48,14,7,16,1.32,0.24,39%,61%,5,5,2,3,3,2,7,5,3,4,1,1,13,14,3,1,5,8,0,0,3,0,159,260,12,12,52,54,20,25,7,12
105,01.02.2024,RODADA 22,Wolverhampton,Manchester Utd,3,4,0,2,3,2,2.13,2.73,53%,47%,16,21,7,8,9,13,12,11,4,5,1,2,13,19,4,4,10,10,0,0,2,5,499,448,26,20,117,78,59,53,12,20,0.15,1.05,45%,55%,4,8,2,2,2,6,4,5,2,2,0,2,7,13,0,2,5,2,0,0,1,1,220,271,12,10,56,46,23,19,5,7,1.98,1.68,61%,39%,12,13,5,6,7,7,8,6,2,3,1,0,6,6,4,2,5,8,0,0,1,4,279,177,14,10,61,32,36,34,7,13
106,01.02.2024,RODADA 22,West Ham,Bournemouth,1,1,0,1,1,0,1.15,1.09,49%,51%,9,9,3,4,6,5,14,14,1,5,1,3,25,31,3,2,13,11,0,0,1,3,451,482,27,21,97,134,45,58,26,19,0.29,1.09,52%,48%,3,6,2,3,1,3,6,9,1,3,1,1,18,14,2,2,8,5,0,0,0,0,243,224,14,10,47,61,26,24,8,11,0.86,0.00,46%,54%,6,3,1,1,5,2,8,5,0,2,0,2,7,17,1,0,5,6,0,0,1,3,208,258,13,11,50,73,19,34,18,8
107,31.01.2024,RODADA 22,Liverpool,Chelsea,4,1,2,0,2,1,2.90,0.54,51%,49%,28,4,13,3,15,1,19,18,8,1,3,3,10,11,2,9,15,16,0,0,2,4,551,561,22,14,116,70,67,26,7,33,1.86,0.01,54%,46%,15,1,6,1,9,0,8,6,4,0,1,1,7,7,1,4,5,8,0,0,0,4,269,239,16,9,74,41,40,11,2,19,1.04,0.53,48%,52%,13,3,7,2,6,1,11,12,4,1,2,2,3,4,1,5,10,8,0,0,2,0,282,322,6,5,42,29,27,15,5,14
108,31.01.2024,RODADA 22,Manchester City,Burnley,3,1,2,0,1,1,1.76,1.39,74%,26%,14,8,4,3,10,5,16,6,7,3,3,3,17,9,2,1,3,13,0,0,2,2,797,270,10,20,130,65,70,22,8,19,1.08,0.18,75%,25%,7,3,3,0,4,3,9,4,2,3,2,2,7,4,0,1,2,7,0,0,0,1,355,111,7,6,67,31,36,11,5,10,0.68,1.21,73%,27%,7,5,1,3,6,2,7,2,5,0,1,1,10,5,2,0,1,6,0,0,2,1,442,159,3,14,63,34,34,11,3,9
109,31.01.2024,RODADA 22,Tottenham,Brentford,3,2,0,1,3,1,3.26,1.93,68%,32%,19,9,5,5,14,4,18,15,5,3,2,3,15,17,3,2,13,15,0,0,2,3,606,270,23,18,133,74,100,46,27,22,0.53,0.66,72%,28%,6,4,1,3,5,1,9,9,1,1,1,2,10,6,2,1,8,8,0,0,1,2,356,128,9,7,83,27,55,15,7,14,2.73,1.27,64%,36%,13,5,4,2,9,3,9,6,4,2,1,1,5,11,1,1,5,7,0,0,1,1,250,142,14,11,50,47,45,31,20,8
110,30.01.2024,RODADA 22,Aston Villa,Newcastle,1,3,0,2,1,1,1.39,2.54,61%,39%,12,14,6,5,6,9,16,16,8,7,2,4,23,7,2,5,14,12,0,0,4,1,569,359,13,19,98,81,66,26,11,27,0.14,1.13,52%,48%,3,9,1,4,2,5,5,7,3,4,1,1,11,7,2,1,6,4,0,0,1,0,261,231,6,8,48,52,29,18,7,11,1.25,1.41,70%,30%,9,5,5,1,4,4,11,9,5,3,1,3,12,0,0,4,8,8,0,0,3,1,308,128,7,11,50,29,37,8,4,16
111,30.01.2024,RODADA 22,Crystal Palace,Sheffield Utd,3,2,2,2,1,0,1.29,0.72,53%,47%,12,9,4,5,8,4,19,9,11,1,2,1,24,30,3,1,8,18,0,0,1,4,472,428,30,35,121,89,70,29,19,34,0.82,0.17,59%,41%,9,3,2,3,7,0,7,3,9,0,1,0,12,13,1,0,2,6,0,0,0,2,218,159,17,16,65,35,44,12,5,23,0.47,0.55,48%,52%,3,6,2,2,1,4,12,6,2,1,1,1,12,17,2,1,6,12,0,0,1,2,254,269,13,19,56,54,26,17,14,11
112,30.01.2024,RODADA 22,Fulham,Everton,0,0,0,0,0,0,1.82,1.25,70%,30%,25,21,6,4,19,17,15,10,15,6,3,2,18,12,4,6,6,13,0,0,1,2,612,262,6,22,113,85,77,37,21,37,0.71,0.69,70%,30%,10,10,2,3,8,7,9,5,3,2,2,0,8,9,3,2,3,8,0,0,1,2,312,138,5,10,55,43,28,22,11,11,1.11,0.56,70%,30%,15,11,4,1,11,10,6,5,12,4,1,2,10,3,1,4,3,5,0,0,0,0,300,124,1,12,58,42,49,15,10,26
113,30.01.2024,RODADA 22,Luton,Brighton,4,0,3,0,1,0,2.59,0.76,41%,59%,18,9,8,2,10,7,15,17,7,4,4,1,26,25,2,4,13,14,0,0,2,2,357,542,17,26,104,95,47,24,15,17,2.16,0.25,40%,60%,11,5,4,0,7,5,8,11,6,1,2,1,6,10,0,1,10,7,0,0,1,1,177,282,9,10,55,52,22,14,4,11,0.43,0.51,42%,58%,7,4,4,2,3,2,7,6,1,3,2,0,20,15,2,3,3,7,0,0,1,1,180,260,8,16,49,43,25,10,11,6
114,30.01.2024,RODADA 22,Nottingham,Arsenal,1,2,0,0,1,2,0.36,1.25,27%,73%,9,19,3,3,6,16,10,7,2,10,1,3,16,10,1,2,6,7,0,0,0,1,268,759,15,16,58,155,22,138,45,13,0.03,0.81,18%,82%,2,9,0,1,2,8,5,3,0,5,0,2,5,7,1,0,3,3,0,0,0,1,102,432,7,8,19,90,3,109,34,0,0.33,0.44,36%,64%,7,10,3,2,4,8,5,4,2,5,1,1,11,3,0,2,3,4,0,0,0,0,166,327,8,8,39,65,19,29,11,13
115,22.01.2024,RODADA 21,Brighton,Wolverhampton,0,0,0,0,0,0,1.39,1.59,71%,29%,11,8,4,3,7,5,13,14,8,2,3,1,19,12,3,4,10,13,0,0,1,4,781,312,13,20,143,66,62,24,7,35,0.80,0.33,68%,32%,7,3,3,1,4,2,7,5,4,1,1,1,5,4,1,3,4,6,0,0,0,1,389,185,6,8,70,35,26,10,2,15,0.59,1.26,74%,26%,4,5,1,2,3,3,6,9,4,1,2,0,14,8,2,1,6,7,0,0,1,3,392,127,7,12,73,31,36,14,5,20
116,21.01.2024,RODADA 21,Bournemouth,Liverpool,0,4,0,0,0,4,1.52,1.71,39%,61%,11,14,1,7,10,7,12,10,8,5,1,0,25,22,3,1,9,12,0,0,1,2,328,526,27,32,113,115,66,61,20,26,0.13,0.08,40%,60%,3,4,1,2,2,2,7,3,4,3,0,0,12,14,2,1,3,7,0,0,0,0,165,253,17,18,50,63,35,28,11,10,1.39,1.63,38%,62%,8,10,0,5,8,5,5,7,4,2,1,0,13,8,1,0,6,5,0,0,1,2,163,273,10,14,63,52,31,33,9,16
117,21.01.2024,RODADA 21,Sheffield Utd,West Ham,2,2,1,1,1,1,2.05,2.18,57%,43%,21,16,6,5,15,11,10,11,4,1,1,2,28,26,3,4,11,10,1,1,3,3,496,370,17,18,131,69,52,36,17,21,0.90,0.76,55%,45%,12,7,5,3,7,4,5,5,3,1,1,1,14,16,2,4,4,5,0,0,1,1,226,180,7,9,63,35,27,16,9,13,1.15,1.42,59%,41%,9,9,1,2,8,7,5,6,1,0,0,1,14,10,1,0,7,5,1,1,2,2,270,190,10,9,68,34,25,20,8,8
118,20.01.2024,RODADA 21,Brentford,Nottingham,3,2,1,1,2,1,1.47,1.22,48%,52%,11,12,5,3,6,9,13,10,6,4,0,2,22,16,1,2,10,14,0,0,1,3,456,496,16,13,104,121,49,56,27,24,0.46,0.25,51%,49%,5,6,1,2,4,4,8,4,4,1,0,1,13,5,1,0,5,5,0,0,0,1,247,242,8,5,54,58,27,17,8,14,1.01,0.97,45%,55%,6,6,4,1,2,5,5,6,2,3,0,1,9,11,0,2,5,9,0,0,1,2,209,254,8,8,50,63,22,39,19,10
119,20.01.2024,RODADA 21,Arsenal,Crystal Palace,5,0,2,0,3,0,3.50,0.38,61%,39%,21,12,6,5,15,7,14,13,6,7,5,2,12,12,5,2,8,12,0,0,0,0,561,362,16,11,89,110,64,31,17,28,1.30,0.13,64%,36%,8,6,1,3,7,3,8,8,4,1,3,1,7,9,3,0,5,7,0,0,0,0,277,163,5,5,40,49,27,14,9,14,2.20,0.25,58%,42%,13,6,5,2,8,4,6,5,2,6,2,1,5,3,2,2,3,5,0,0,0,0,284,199,11,6,49,61,37,17,8,14
120,14.01.2024,RODADA 21,Manchester Utd,Tottenham,2,2,2,1,0,1,0.91,1.46,36%,64%,9,16,2,6,7,10,9,11,8,13,3,4,20,17,4,0,8,5,0,0,2,1,304,538,20,22,61,84,57,62,27,14,0.26,0.95,37%,63%,6,10,2,4,4,6,3,5,5,5,1,2,8,6,3,0,4,1,0,0,2,1,174,292,9,12,31,38,29,30,12,7,0.65,0.51,35%,65%,3,6,0,2,3,4,6,6,3,8,2,2,12,11,1,0,4,4,0,0,0,0,130,246,11,10,30,46,28,32,15,7
121,14.01.2024,RODADA 21,Everton,Aston Villa,0,0,0,0,0,0,1.28,1.02,31%,69%,10,16,2,5,8,11,15,18,4,5,5,1,17,34,5,2,13,14,0,0,1,4,230,523,25,9,67,106,50,65,26,19,0.91,0.26,30%,70%,7,6,2,2,5,4,9,10,4,3,2,1,4,18,2,2,8,8,0,0,0,1,109,261,12,3,29,51,23,32,7,11,0.37,0.76,32%,68%,3,10,0,3,3,7,6,8,0,2,3,0,13,16,3,0,5,6,0,0,1,3,121,262,13,6,38,55,27,33,19,8
122,13.01.2024,RODADA 21,Newcastle,Manchester City,2,3,2,1,0,2,1.15,3.27,27%,73%,12,27,5,11,7,16,8,15,3,13,8,1,13,15,8,3,7,7,0,0,1,2,277,747,24,11,40,155,25,97,29,9,0.68,1.01,31%,69%,7,11,3,3,4,8,4,9,2,5,6,1,4,8,2,1,3,3,0,0,1,1,155,359,14,6,27,70,16,32,9,6,0.47,2.26,23%,77%,5,16,2,8,3,8,4,6,1,8,2,0,9,7,6,2,4,4,0,0,0,1,122,388,10,5,13,85,9,65,20,3
123,13.01.2024,RODADA 21,Chelsea,Fulham,1,0,1,0,0,0,2.39,0.87,55%,45%,17,14,3,4,14,10,9,15,6,4,4,0,19,25,4,2,13,9,0,0,5,1,524,423,21,26,121,90,85,57,37,25,1.01,0.21,59%,41%,9,5,2,2,7,3,5,6,1,4,2,0,13,9,2,1,4,5,0,0,1,0,303,202,11,14,80,35,40,21,15,13,1.38,0.66,51%,49%,8,9,1,2,7,7,4,9,5,0,2,0,6,16,2,1,9,4,0,0,4,1,221,221,10,12,41,55,45,36,22,12
124,12.01.2024,RODADA 21,Burnley,Luton,1,1,1,0,0,1,0.91,0.72,39%,61%,13,14,7,5,6,9,16,8,2,8,1,4,24,17,4,6,7,12,0,0,1,0,342,542,17,23,96,131,45,64,29,13,0.69,0.40,42%,58%,6,7,2,2,4,5,7,4,0,5,0,1,13,12,2,1,3,5,0,0,0,0,174,248,5,12,54,61,22,32,16,10,0.22,0.32,36%,64%,7,7,5,3,2,4,9,4,2,3,1,3,11,5,2,5,4,7,0,0,1,0,168,294,12,11,42,70,23,32,13,3
125,02.01.2024,RODADA 20,West Ham,Brighton,0,0,0,0,0,0,0.61,1.48,32%,68%,6,22,2,8,4,14,7,7,2,0,3,1,18,20,8,2,4,6,0,0,1,0,382,865,18,12,77,145,39,72,24,16,0.21,0.48,37%,63%,4,5,1,3,3,2,4,5,1,0,3,1,13,10,3,1,3,3,0,0,1,0,217,384,8,5,40,65,22,21,13,8,0.40,1.00,27%,73%,2,17,1,5,1,12,3,2,1,0,0,0,5,10,5,1,1,3,0,0,0,0,165,481,10,7,37,80,17,51,11,8
